sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,valid_for_model,uninformative_flat_ph_trial,total_buffer_mol_l,ph_equilibrium_charge_balance,cumulative_transport_volume_ml,transport_delayed_volume_coordinate_ml,theta_transport_s,ph_equilibrium_transport_delayed,prediction_equilibrium_baseline,residual_equilibrium_baseline,prediction_static_calibrated,residual_static_calibrated,prediction_transport_delay_calibrated,residual_transport_delay_calibrated,prediction_transport_delay_dynamic,residual_transport_delay_dynamic
582,2026-05-14T22:10:23.994Z,2026-05-14 22:10:23.994000+00:00,4464.269783333333,74.40449638888889,69.236,5,33,train,1,4,4.002281188964844,2.751373052597046,6.811801433563232,7.061158180236816,16.624332666397095,False,True,,,52.76562193748638,52.29835121891939,1.6864582583028502,,,,,,,,,
583,2026-05-14T22:11:33.262Z,2026-05-14 22:11:33.262000+00:00,4465.42425,74.4237375,69.268,5,33,train,1,5,3.9989728927612314,9.150855064,8.600259780883789,6.527002334594727,24.278117179478514,False,True,,,71.95785985641962,71.49058913785262,1.1547947852281282,,,,,,,,,
584,2026-05-14T22:12:42.637Z,2026-05-14 22:12:42.637000+00:00,4466.5805,74.44300833333334,69.375,5,33,train,1,6,4.000075340270996,4.353733539581299,7.394618988037109,1.3861809968948364,13.134533524513245,False,True,,,100.02943284519165,99.56216212662466,2.1345442578295315,,,,,,,,,
585,2026-05-14T22:13:52.044Z,2026-05-14 22:13:52.044000+00:00,4467.737283333334,74.46228805555556,69.407,5,33,train,1,7,4.003934860229492,6.809643745422363,4.356303215026856,7.979281425476074,19.145228385925293,False,True,,,115.2232423174565,114.7559715988895,1.4643984677994335,,,,,,,,,
586,2026-05-14T22:15:01.189Z,2026-05-14 22:15:01.189000+00:00,4468.8897,74.481495,69.145,5,33,train,1,8,4.008896827697754,6.247568130493164,9.391419410705566,4.125819206237793,19.764806747436523,False,True,,,137.28652259653657,136.81925187796958,1.4184931566636996,,,,,,,,,
587,2026-05-14T22:16:10.351Z,2026-05-14 22:16:10.351000+00:00,4470.0424,74.50070666666667,69.162,5,33,train,1,9,4.006691932678223,2.2568907737731934,5.538862705230713,1.0559895038604736,8.85174298286438,False,True,,,160.06941533430665,159.60214461573966,3.167313281496435,,,,,,,,,
588,2026-05-14T22:17:19.747Z,2026-05-14 22:17:19.747000+00:00,4471.199,74.51998333333333,69.396,5,34,train,2,0,4.008896827697754,3.914367676,1.565069317817688,1.5133485794067385,6.992785573224426,True,False,0.07835843007682958,4.363048678498812,0.0,-0.46727071856698704,4.009309712194064,,4.363048678498812,-0.35415185080105793,4.007048857725284,0.0018479699724700538,,,,
589,2026-05-14T22:22:00.127Z,2026-05-14 22:22:00.127000+00:00,4475.872,74.59786666666668,280.38,5,35,train,1,0,3.975815773010254,6.762317180633545,2.423252820968628,8.400869369506836,17.58643937110901,True,False,0.0522309821093872,4.316367229431477,0.0,-0.46727071856698704,1.5941966717877607,,4.316367229431477,-0.3405514564212231,3.9684044366936995,0.00741133631655444,,,,
590,2026-05-14T22:23:11.782Z,2026-05-14 22:23:11.782000+00:00,4477.06625,74.61777083333332,71.655,5,35,train,1,1,4.661702156066895,4.191912651062012,9.074371337890623,8.639604568481445,21.905888557434082,True,False,0.06056035551431913,5.095670512098579,21.002605218946936,20.53533450037995,1.2798496185403405,5.078332396132614,5.095670512098579,-0.4339683560316834,4.613537027227544,0.048165128839351645,4.606348617841743,0.055353538225152654,4.606348617841743,0.055353538225152654
591,2026-05-14T22:24:21.051Z,2026-05-14 22:24:21.051000+00:00,4478.220733333334,74.63701222222222,69.269,5,35,train,1,2,4.785757064819336,3.014894962310791,8.386798858642578,3.4521169662475586,14.853810787200928,True,False,0.07675938507832522,5.2045056549398865,46.29258846036196,45.825317741794976,1.887478137137521,5.202494760946192,5.2045056549398865,-0.41874859012055055,4.703634296421683,0.08212276839765309,4.712340408213301,0.07341665660603525,4.711412620913884,0.07434444390545192
592,2026-05-14T22:25:30.133Z,2026-05-14 22:25:30.133000+00:00,4479.3721,74.65620166666666,69.082,5,35,train,1,3,4.684307098388672,3.5533788204193115,7.756874084472656,5.300461292266846,16.610714197158813,True,False,0.06809010600415083,5.099280752624863,63.39477107371887,62.927500355151885,1.6878409188940648,5.1021557374632005,5.099280752624863,-0.41497365423619126,4.616525701694821,0.06778139669385119,4.626685525922165,0.05762157246650723,4.6274367229381435,0.05687037545052842
593,2026-05-14T22:26:39.271Z,2026-05-14 22:26:39.271000+00:00,4480.524399999999,74.67540666666666,69.138,5,35,train,1,4,4.053006172180176,2.662097454071045,1.2840877771377563,2.4501631259918213,6.396348357200623,True,False,0.0616943451300057,4.444522487014416,82.53529704310498,82.06802632453798,4.383163884821519,4.460506863083748,4.444522487014416,-0.39151631483424065,4.074495524918118,-0.021489352737941836,4.078938927446165,-0.02593275526598937,4.083783358643189,-0.03077718646301353
594,2026-05-14T22:27:48.341Z,2026-05-14 22:27:48.341000+00:00,4481.675566666667,74.69459277777779,69.07,5,35,train,1,5,4.617041588,3.8645224571228023,7.351354598999023,6.116567611694336,17.332444667816162,True,False,0.0647103006591337,5.039542843726258,89.89856006030243,89.43128934173544,1.6175584951428381,5.001783009669895,5.039542843726258,-0.4225012557262575,4.567072718783038,0.0499688692169622,4.54100187178701,0.07603971621299,4.5369448079850185,0.08009678001498166
595,2026-05-14T22:28:57.232Z,2026-05-14 22:28:57.232000+00:00,4482.82375,74.71372916666665,68.891,5,35,train,1,6,4.314348220825195,6.411692142486572,5.222047805786133,2.944361686706543,14.578101634979248,True,False,0.0798028456624165,4.671337019668668,109.79938415381115,109.33211343524415,1.9231751716388092,4.679982480740004,4.671337019668668,-0.35698879884347257,4.262259968205426,0.052088252619769015,4.26629532721527,0.04805289360992493,4.268726483679309,0.04562173714588624
596,2026-05-14T22:30:06.420Z,2026-05-14 22:30:06.420000+00:00,4483.976883333334,74.73294805555557,69.188,5,35,train,1,7,4.210693359,9.600225448608398,5.840292453765869,4.545532227,19.986050129374267,True,False,0.07725647540371544,4.54483477014053,126.60987908582689,126.1426083672599,1.402790593065374,4.548351073335433,4.54483477014053,-0.3341414111405294,4.157537293783807,0.05315606521619376,4.153927553285655,0.05676580571434542,4.154938016160077,0.05575534283992312
597,2026-05-14T22:31:15.624Z,2026-05-14 22:31:15.624000+00:00,4485.130283333333,74.75217138888888,69.204,5,35,train,1,8,4.418003082275391,2.3097264766693115,3.261233329772949,5.898064136505127,11.469023942947388,True,False,0.048573966138312885,4.91027424884243,149.66178930504717,149.19451858648017,2.4445186664083534,4.902866655884541,4.91027424884243,-0.49227116656703895,4.4600599737492175,-0.04205689147382685,4.456561458216619,-0.03855837594122846,4.453909465736654,-0.0359063834612634
